person_age,person_income,person_home_ownership,person_emp_length,cb_person_default_on_file,cb_person_cred_hist_length,age_group,has_prior_default
34,30764,MORTGAGE,9.2,N,4,26-35,0
30,55353,MORTGAGE,4.4,N,5,26-35,0
26,50928,RENT,1.8,N,8,26-35,0
21,90764,RENT,18.1,N,4,18-25,0
35,128231,MORTGAGE,1.7,N,3,26-35,0
27,58980,RENT,4.4,N,3,26-35,0
25,78393,RENT,0.4,N,6,18-25,0
26,48584,MORTGAGE,7.2,N,3,26-35,0
25,83652,RENT,5.0,N,2,18-25,0
32,88675,MORTGAGE,0.9,N,9,26-35,0
33,131042,RENT,4.5,Y,11,26-35,1
21,12800,RENT,0.6,N,8,18-25,0
23,73200,OWN,24.1,N,6,18-25,0
23,40637,MORTGAGE,0.3,Y,4,18-25,1
28,68140,RENT,2.6,N,4,26-35,0
32,69363,OTHER,11.8,N,6,26-35,0
18,28069,RENT,4.2,Y,6,18-25,1
20,15193,RENT,1.6,N,5,18-25,0
24,61694,OWN,4.1,N,5,18-25,0
30,37165,MORTGAGE,5.3,N,2,26-35,0
21,79185,RENT,2.6,N,4,18-25,0
24,43534,MORTGAGE,1.5,N,3,18-25,0
22,81887,RENT,17.0,N,5,18-25,0
31,61848,RENT,2.6,N,2,26-35,0
26,18169,MORTGAGE,0.8,N,4,26-35,0
22,49337,RENT,5.4,N,5,18-25,0
19,49013,MORTGAGE,2.8,N,2,18-25,0
24,39009,RENT,0.9,N,5,18-25,0
25,72237,RENT,3.6,N,8,18-25,0
32,26488,RENT,1.1,N,8,26-35,0
33,144148,MORTGAGE,2.2,N,5,26-35,0
19,18685,MORTGAGE,3.9,N,2,18-25,0
32,18327,MORTGAGE,3.9,Y,6,26-35,1
31,73913,OWN,1.3,N,1,26-35,0
23,220906,RENT,3.2,Y,5,18-25,1
31,31702,RENT,1.3,N,5,26-35,0
22,67531,RENT,4.6,N,1,18-25,0
29,104731,RENT,2.4,N,2,26-35,0
41,41893,RENT,0.5,N,6,36-45,0
28,33982,OWN,1.1,N,4,26-35,0
24,120744,MORTGAGE,7.0,N,8,18-25,0
19,62149,RENT,2.8,N,3,18-25,0
27,72130,RENT,0.4,Y,1,26-35,1
32,20271,OWN,1.4,N,5,26-35,0
22,66863,MORTGAGE,3.1,N,5,18-25,0
30,95819,MORTGAGE,4.9,Y,6,26-35,1
25,68980,RENT,2.0,N,6,18-25,0
24,70930,RENT,5.2,N,5,18-25,0
29,152465,RENT,3.3,N,5,26-35,0
18,72741,MORTGAGE,6.5,N,5,18-25,0
25,112706,RENT,5.2,Y,6,18-25,1
32,85599,RENT,2.5,N,9,26-35,0
25,33127,RENT,4.4,Y,5,18-25,1
27,58693,RENT,7.9,N,3,26-35,0
26,73539,MORTGAGE,21.8,N,5,26-35,0
38,9892,MORTGAGE,0.1,Y,4,36-45,1
29,55937,RENT,0.7,N,2,26-35,0
19,114320,RENT,7.5,N,8,18-25,0
21,25728,RENT,1.2,Y,5,18-25,1
27,22750,RENT,2.8,N,5,26-35,0
34,62295,MORTGAGE,2.3,N,7,26-35,0
30,21967,OWN,10.4,Y,2,26-35,1
32,108390,MORTGAGE,0.8,N,5,26-35,0
20,34179,RENT,1.3,N,8,18-25,0
30,78795,MORTGAGE,7.3,Y,7,26-35,1
22,25887,RENT,6.2,N,6,18-25,0
26,201478,MORTGAGE,4.0,N,5,26-35,0
32,229982,OWN,5.6,N,5,26-35,0
23,107922,OWN,1.3,N,7,18-25,0
18,30394,MORTGAGE,4.3,N,3,18-25,0
24,46683,RENT,3.4,Y,5,18-25,1
27,12282,MORTGAGE,6.8,N,4,26-35,0
31,122311,RENT,0.1,N,6,26-35,0
21,53230,OWN,2.8,Y,2,18-25,1
23,46057,RENT,3.0,N,5,18-25,0
28,26071,MORTGAGE,6.9,N,5,26-35,0
30,97761,RENT,3.2,N,1,26-35,0
28,71482,RENT,1.8,N,3,26-35,0
26,50601,RENT,4.7,N,9,26-35,0
22,66245,RENT,3.9,Y,7,18-25,1
32,189483,MORTGAGE,2.8,Y,3,26-35,1
34,25928,MORTGAGE,1.2,N,3,26-35,0
23,20321,RENT,0.6,N,7,18-25,0
24,28377,RENT,6.1,N,8,18-25,0
31,113703,RENT,2.4,N,7,26-35,0
28,59634,RENT,0.2,N,2,26-35,0
30,28581,MORTGAGE,5.9,N,4,26-35,0
28,70882,RENT,5.4,N,3,26-35,0
29,34626,RENT,2.1,N,5,26-35,0
24,55386,RENT,0.0,N,3,18-25,0
18,68316,MORTGAGE,0.2,N,4,18-25,0
28,32018,OTHER,1.2,Y,3,26-35,1
31,13750,RENT,11.4,N,11,26-35,0
28,58053,MORTGAGE,0.1,N,6,26-35,0
22,42801,MORTGAGE,2.2,N,7,18-25,0
23,31767,RENT,0.5,N,1,18-25,0
41,58269,RENT,3.5,N,3,36-45,0
29,75806,RENT,7.1,N,9,26-35,0
18,10661,RENT,0.8,Y,8,18-25,1
23,52838,RENT,1.9,N,7,18-25,0
25,45146,RENT,1.5,Y,7,18-25,1
19,37725,OWN,1.6,N,3,18-25,0
26,77356,MORTGAGE,5.2,N,7,26-35,0
24,13257,MORTGAGE,0.5,N,5,18-25,0
28,6254,MORTGAGE,2.9,N,3,26-35,0
25,15842,MORTGAGE,2.8,N,5,18-25,0
22,80535,MORTGAGE,7.9,Y,4,18-25,1
24,35056,MORTGAGE,2.8,N,4,18-25,0
32,41263,RENT,2.8,N,3,26-35,0
27,161614,MORTGAGE,6.9,N,7,26-35,0
25,66389,MORTGAGE,1.5,N,5,18-25,0
29,100031,MORTGAGE,9.3,N,2,26-35,0
26,46774,MORTGAGE,0.6,N,3,26-35,0
20,10839,RENT,6.4,N,5,18-25,0
31,41877,RENT,1.9,N,4,26-35,0
23,27415,MORTGAGE,0.4,N,9,18-25,0
24,27884,RENT,3.5,N,1,18-25,0
18,64467,RENT,4.7,Y,6,18-25,1
31,10408,OTHER,6.8,N,3,26-35,0
27,30081,MORTGAGE,0.3,N,5,26-35,0
28,36001,RENT,0.0,N,5,26-35,0
31,77002,RENT,0.7,Y,3,26-35,1
31,210322,RENT,1.9,Y,4,26-35,1
22,11236,OTHER,2.9,Y,5,18-25,1
27,52520,OWN,0.0,N,8,26-35,0
26,38530,RENT,1.1,N,9,26-35,0
25,58303,RENT,1.5,N,8,18-25,0
22,305346,MORTGAGE,1.5,N,5,18-25,0
35,18336,MORTGAGE,2.6,N,6,26-35,0
33,32177,RENT,0.4,N,9,26-35,0
29,119688,RENT,2.8,N,5,26-35,0
35,66856,MORTGAGE,2.0,Y,6,26-35,1
29,85580,RENT,1.4,N,5,26-35,0
25,36252,RENT,0.2,N,8,18-25,0
24,96661,MORTGAGE,2.5,N,4,18-25,0
29,91793,MORTGAGE,10.3,N,9,26-35,0
18,62826,MORTGAGE,1.9,N,8,18-25,0
32,195787,MORTGAGE,6.8,N,5,26-35,0
18,59296,RENT,2.0,N,12,18-25,0
33,66016,MORTGAGE,9.6,N,6,26-35,0
29,35997,RENT,1.4,N,3,26-35,0
38,66697,RENT,1.3,N,10,36-45,0
28,60105,MORTGAGE,6.5,N,3,26-35,0
30,78374,RENT,2.9,N,5,26-35,0
31,63681,RENT,5.6,N,3,26-35,0
21,64322,RENT,10.8,N,3,18-25,0
20,36586,RENT,0.8,N,5,18-25,0
21,78864,MORTGAGE,1.7,Y,6,18-25,1
26,55740,RENT,1.3,N,10,26-35,0
26,39048,OWN,1.7,N,2,26-35,0
27,28325,MORTGAGE,0.5,Y,2,26-35,1
29,88079,MORTGAGE,1.2,N,1,26-35,0
22,87753,MORTGAGE,2.3,N,5,18-25,0
32,45211,RENT,0.5,Y,7,26-35,1
29,20043,MORTGAGE,8.8,N,7,26-35,0
36,139402,RENT,7.2,Y,6,36-45,1
29,123913,MORTGAGE,2.9,N,4,26-35,0
26,261396,RENT,0.2,N,6,26-35,0
39,13180,RENT,0.9,N,6,36-45,0
26,40402,RENT,6.8,N,1,26-35,0
28,29273,OWN,4.8,N,6,26-35,0
29,14046,MORTGAGE,2.8,Y,5,26-35,1
32,51047,RENT,0.2,N,9,26-35,0
27,58374,RENT,1.4,N,8,26-35,0
43,46539,RENT,1.1,N,2,36-45,0
23,15794,MORTGAGE,4.4,N,7,18-25,0
35,75372,RENT,0.8,N,9,26-35,0
18,21329,MORTGAGE,0.3,N,4,18-25,0
21,101882,RENT,5.8,N,3,18-25,0
18,98183,RENT,3.5,N,7,18-25,0
21,64497,RENT,2.0,N,5,18-25,0
18,36867,OWN,2.3,N,4,18-25,0
27,54198,MORTGAGE,2.4,Y,6,26-35,1
21,31892,MORTGAGE,2.0,N,6,18-25,0
36,76258,MORTGAGE,1.0,N,8,36-45,0
30,131787,MORTGAGE,8.2,N,7,26-35,0
27,121596,OWN,0.3,Y,8,26-35,1
28,49958,RENT,2.3,N,6,26-35,0
30,131668,RENT,2.3,N,3,26-35,0
34,62122,RENT,1.1,N,3,26-35,0
24,9608,RENT,6.2,N,6,18-25,0
22,121836,RENT,2.3,N,8,18-25,0
29,55801,RENT,1.1,N,6,26-35,0
36,67946,MORTGAGE,4.2,Y,7,36-45,1
18,37137,MORTGAGE,0.7,N,4,18-25,0
29,125295,RENT,1.5,N,2,26-35,0
34,29237,MORTGAGE,14.7,N,6,26-35,0
30,117577,OWN,8.6,Y,5,26-35,1
28,24635,RENT,4.5,N,8,26-35,0
30,59141,RENT,1.2,N,7,26-35,0
37,128929,RENT,2.8,Y,1,36-45,1
31,138757,RENT,1.9,N,3,26-35,0
18,89204,MORTGAGE,0.8,N,4,18-25,0
26,107175,MORTGAGE,1.1,N,6,26-35,0
27,93725,RENT,1.2,N,3,26-35,0
33,36654,RENT,1.2,N,5,26-35,0
27,70524,MORTGAGE,1.0,N,6,26-35,0
27,59874,MORTGAGE,10.2,N,11,26-35,0
27,105474,MORTGAGE,2.8,N,6,26-35,0
28,110565,MORTGAGE,2.8,N,5,26-35,0
26,51014,MORTGAGE,5.2,N,4,26-35,0
24,45913,RENT,26.4,N,8,18-25,0
26,102310,RENT,0.0,N,8,26-35,0
28,43173,RENT,4.5,N,3,26-35,0
30,109106,RENT,4.0,Y,2,26-35,1
43,54200,RENT,3.7,N,8,36-45,0
19,33472,RENT,1.4,N,6,18-25,0
30,37551,MORTGAGE,1.0,N,4,26-35,0
35,6750,RENT,2.6,N,5,26-35,0
22,46967,OWN,7.5,N,4,18-25,0
31,76687,MORTGAGE,3.6,N,4,26-35,0
24,292621,MORTGAGE,0.3,N,4,18-25,0
23,31825,RENT,4.8,N,5,18-25,0
22,38598,MORTGAGE,5.4,N,8,18-25,0
26,30715,RENT,2.7,N,2,26-35,0
26,28654,RENT,9.1,N,2,26-35,0
31,73642,MORTGAGE,0.9,N,2,26-35,0
18,37291,MORTGAGE,5.6,Y,4,18-25,1
32,29548,RENT,1.9,Y,1,26-35,1
31,65024,RENT,3.7,N,8,26-35,0
28,72090,RENT,1.4,N,7,26-35,0
40,30053,MORTGAGE,3.3,Y,9,36-45,1
34,105115,RENT,1.0,N,1,26-35,0
23,157526,MORTGAGE,0.9,N,6,18-25,0
19,80614,MORTGAGE,2.0,N,3,18-25,0
22,71585,MORTGAGE,2.6,N,6,18-25,0
23,9877,MORTGAGE,6.0,N,6,18-25,0
18,27077,OWN,11.6,N,6,18-25,0
29,18645,RENT,2.8,N,7,26-35,0
19,93990,MORTGAGE,2.6,N,7,18-25,0
28,97298,RENT,1.2,N,7,26-35,0
32,66886,RENT,2.4,N,5,26-35,0
35,41105,RENT,1.8,N,8,26-35,0
25,40716,RENT,1.6,N,5,18-25,0
22,729154,MORTGAGE,7.3,N,4,18-25,0
35,85762,MORTGAGE,9.5,N,3,26-35,0
36,45917,RENT,9.6,N,2,36-45,0
31,69069,OWN,1.8,N,2,26-35,0
22,20001,RENT,1.0,N,2,18-25,0
19,73182,MORTGAGE,6.8,N,5,18-25,0
33,41116,RENT,5.1,N,4,26-35,0
26,69818,OWN,7.0,N,4,26-35,0
34,25242,RENT,12.8,N,4,26-35,0
23,175576,RENT,0.3,Y,4,18-25,1
33,26392,MORTGAGE,2.8,N,3,26-35,0
35,38581,MORTGAGE,10.6,Y,7,26-35,1
25,22672,RENT,7.8,N,5,18-25,0
28,29483,MORTGAGE,0.6,N,5,26-35,0
20,44501,RENT,3.4,Y,5,18-25,1
20,50749,RENT,19.7,N,3,18-25,0
28,41400,RENT,3.9,N,8,26-35,0
23,69981,RENT,0.8,N,8,18-25,0
28,254571,OWN,4.0,Y,8,26-35,1
27,42777,RENT,7.0,N,4,26-35,0
30,34525,MORTGAGE,0.1,N,7,26-35,0
30,128548,OWN,3.6,N,7,26-35,0
32,25251,MORTGAGE,0.6,N,7,26-35,0
28,155576,MORTGAGE,1.3,N,9,26-35,0
28,13570,RENT,7.2,N,5,26-35,0
26,98811,MORTGAGE,4.1,N,4,26-35,0
33,25266,RENT,2.8,N,13,26-35,0
38,24713,RENT,0.4,N,4,36-45,0
31,64600,MORTGAGE,1.3,N,4,26-35,0
29,92953,MORTGAGE,0.5,Y,6,26-35,1
25,79668,OWN,2.8,Y,5,18-25,1
28,30306,OWN,0.7,N,3,26-35,0
24,89800,RENT,0.1,N,4,18-25,0
23,27353,MORTGAGE,3.1,N,4,18-25,0
25,41063,MORTGAGE,4.7,Y,5,18-25,1
37,32734,RENT,1.6,N,11,36-45,0
26,44134,MORTGAGE,18.3,Y,7,26-35,1
36,33555,RENT,1.9,N,3,36-45,0
21,55581,MORTGAGE,5.0,N,4,18-25,0
27,19012,OWN,2.7,N,3,26-35,0
31,74058,RENT,5.8,N,5,26-35,0
31,34476,MORTGAGE,9.5,N,7,26-35,0
20,23432,MORTGAGE,6.8,N,3,18-25,0
19,100970,RENT,4.8,N,3,18-25,0
30,180322,RENT,4.8,N,5,26-35,0
23,72354,MORTGAGE,4.0,Y,7,18-25,1
30,57971,RENT,5.2,N,5,26-35,0
35,37340,MORTGAGE,11.6,Y,2,26-35,1
23,19302,MORTGAGE,1.9,N,3,18-25,0
23,73402,MORTGAGE,1.2,N,8,18-25,0
18,16401,RENT,0.4,N,5,18-25,0
31,67803,MORTGAGE,7.7,N,6,26-35,0
39,14603,RENT,0.6,N,6,36-45,0
19,56499,OWN,0.9,Y,7,18-25,1
34,120653,RENT,11.0,N,7,26-35,0
35,63273,RENT,9.1,N,6,26-35,0
31,106407,RENT,14.0,N,7,26-35,0
23,137372,RENT,1.3,N,5,18-25,0
25,50397,MORTGAGE,3.1,N,6,18-25,0
30,179484,RENT,1.6,N,9,26-35,0
30,40245,MORTGAGE,6.4,N,5,26-35,0
25,24685,MORTGAGE,1.4,N,3,18-25,0
29,24536,MORTGAGE,15.9,N,4,26-35,0
24,95547,MORTGAGE,0.8,N,3,18-25,0
26,41316,MORTGAGE,16.2,N,7,26-35,0
25,36162,RENT,2.2,N,3,18-25,0
33,82307,MORTGAGE,0.9,N,2,26-35,0
18,16447,RENT,2.6,Y,4,18-25,1
30,307869,RENT,9.2,N,2,26-35,0
29,21637,MORTGAGE,3.5,N,1,26-35,0
18,75410,RENT,2.2,N,6,18-25,0
32,71680,MORTGAGE,1.0,N,4,26-35,0
32,44316,MORTGAGE,2.3,N,4,26-35,0
24,106605,RENT,1.7,N,5,18-25,0
29,87231,RENT,2.2,N,3,26-35,0
28,45398,RENT,1.2,N,2,26-35,0
40,75993,RENT,4.4,N,3,36-45,0
30,10489,RENT,6.7,N,1,26-35,0
27,36998,RENT,0.2,N,5,26-35,0
33,72173,RENT,3.3,Y,7,26-35,1
36,30863,MORTGAGE,2.6,N,3,36-45,0
39,46273,RENT,0.6,Y,10,36-45,1
23,43049,RENT,1.1,N,5,18-25,0
29,14820,MORTGAGE,1.6,N,3,26-35,0
23,92728,RENT,3.1,N,3,18-25,0
40,53659,RENT,0.7,N,2,36-45,0
27,21492,MORTGAGE,8.9,N,3,26-35,0
32,178732,RENT,2.2,N,2,26-35,0
26,55963,RENT,6.9,Y,5,26-35,1
29,57967,RENT,2.5,N,4,26-35,0
18,45832,RENT,12.9,Y,6,18-25,1
33,186120,MORTGAGE,7.2,N,2,26-35,0
34,94157,RENT,9.4,Y,4,26-35,1
23,29984,MORTGAGE,1.2,N,6,18-25,0
18,11455,RENT,6.8,N,5,18-25,0
35,78865,MORTGAGE,4.5,Y,6,26-35,1
35,44860,MORTGAGE,3.0,N,7,26-35,0
31,38209,RENT,3.0,N,2,26-35,0
25,44161,MORTGAGE,2.6,N,1,18-25,0
25,13896,MORTGAGE,1.9,Y,3,18-25,1
35,53948,RENT,7.8,N,10,26-35,0
25,41167,MORTGAGE,0.7,Y,5,18-25,1
27,35864,OWN,12.8,N,5,26-35,0
26,51354,RENT,2.8,N,4,26-35,0
28,146057,MORTGAGE,2.1,N,9,26-35,0
26,38703,MORTGAGE,3.7,N,6,26-35,0
27,117742,MORTGAGE,0.9,N,2,26-35,0
37,54921,OWN,0.4,N,6,36-45,0
30,125201,MORTGAGE,10.1,N,7,26-35,0
29,46993,OWN,6.4,Y,5,26-35,1
31,26621,RENT,0.6,N,5,26-35,0
20,217666,MORTGAGE,4.7,N,9,18-25,0
33,99909,RENT,8.6,N,1,26-35,0
28,133596,MORTGAGE,10.1,N,3,26-35,0
23,74741,RENT,6.7,N,7,18-25,0
26,51277,RENT,3.0,N,5,26-35,0
30,98084,RENT,1.0,N,1,26-35,0
27,73999,RENT,0.9,N,11,26-35,0
33,33832,RENT,2.9,N,6,26-35,0
22,68151,MORTGAGE,2.8,N,8,18-25,0
20,38571,MORTGAGE,1.9,N,3,18-25,0
22,19984,RENT,0.2,N,5,18-25,0
24,46992,RENT,2.8,N,6,18-25,0
27,32128,MORTGAGE,1.9,N,5,26-35,0
25,213582,MORTGAGE,2.5,N,6,18-25,0
19,23436,MORTGAGE,15.9,N,3,18-25,0
18,36145,OWN,3.6,N,2,18-25,0
19,32900,MORTGAGE,7.8,N,3,18-25,0
25,84788,MORTGAGE,2.4,N,6,18-25,0
22,58513,RENT,11.3,Y,3,18-25,1
24,186381,RENT,0.4,N,6,18-25,0
34,140945,RENT,2.8,N,2,26-35,0
19,52782,MORTGAGE,0.4,N,1,18-25,0
28,22962,RENT,7.6,N,1,26-35,0
19,63740,MORTGAGE,4.9,N,9,18-25,0
18,57745,RENT,0.3,N,5,18-25,0
29,17247,RENT,7.5,N,6,26-35,0
31,42573,RENT,2.1,N,5,26-35,0
31,56390,RENT,0.3,Y,3,26-35,1
33,50540,RENT,1.3,N,8,26-35,0
25,24722,MORTGAGE,8.8,N,6,18-25,0
28,48608,MORTGAGE,8.8,N,6,26-35,0
24,45164,RENT,0.2,N,5,18-25,0
34,68997,OWN,1.9,N,6,26-35,0
21,25925,RENT,4.1,N,3,18-25,0
30,111332,MORTGAGE,8.4,N,2,26-35,0
20,69399,MORTGAGE,6.8,N,5,18-25,0
27,19421,MORTGAGE,2.8,N,4,26-35,0
18,59217,MORTGAGE,0.7,N,4,18-25,0
28,50492,RENT,0.5,N,6,26-35,0
38,46190,MORTGAGE,0.9,N,6,36-45,0
23,17527,MORTGAGE,1.8,N,2,18-25,0
25,39244,MORTGAGE,1.0,Y,8,18-25,1
32,31431,RENT,3.9,N,4,26-35,0
27,35801,RENT,8.2,N,4,26-35,0
34,92519,MORTGAGE,2.8,N,4,26-35,0
29,30615,OWN,2.2,N,8,26-35,0
32,227441,MORTGAGE,0.2,N,5,26-35,0
18,277619,RENT,7.4,N,3,18-25,0
27,63060,MORTGAGE,13.4,N,7,26-35,0
20,19949,RENT,7.2,N,3,18-25,0
24,19943,RENT,13.1,N,4,18-25,0
29,68329,RENT,8.4,N,9,26-35,0
25,41693,RENT,1.0,N,3,18-25,0
22,29486,MORTGAGE,4.3,Y,2,18-25,1
34,49458,MORTGAGE,3.0,N,4,26-35,0
33,19746,RENT,0.9,Y,3,26-35,1
18,259956,MORTGAGE,7.4,N,3,18-25,0
31,73330,MORTGAGE,8.2,N,3,26-35,0
28,154228,OWN,1.0,N,7,26-35,0
28,96180,MORTGAGE,3.1,N,6,26-35,0
36,83549,RENT,0.2,N,8,36-45,0
27,26302,MORTGAGE,1.0,N,3,26-35,0
31,7766,MORTGAGE,2.7,N,2,26-35,0
28,101673,MORTGAGE,12.3,N,4,26-35,0
28,49670,MORTGAGE,2.2,N,3,26-35,0
21,229823,MORTGAGE,0.5,N,5,18-25,0
41,36302,RENT,1.0,N,4,36-45,0
18,49819,MORTGAGE,4.0,N,7,18-25,0
22,38771,RENT,10.6,N,2,18-25,0
24,124787,RENT,8.1,N,2,18-25,0
32,9027,MORTGAGE,7.4,N,5,26-35,0
18,64719,RENT,0.2,N,7,18-25,0
25,31053,MORTGAGE,3.5,N,5,18-25,0
31,51676,MORTGAGE,2.5,Y,4,26-35,1
19,145751,RENT,3.2,N,4,18-25,0
26,23157,RENT,0.0,Y,6,26-35,1
25,22868,RENT,2.7,N,4,18-25,0
23,183119,OWN,12.5,N,3,18-25,0
27,38335,RENT,2.3,N,6,26-35,0
24,33799,OWN,1.8,Y,3,18-25,1
32,34179,OWN,16.4,N,4,26-35,0
30,15612,RENT,4.1,N,6,26-35,0
25,146035,MORTGAGE,2.0,Y,5,18-25,1
27,134653,MORTGAGE,3.0,N,5,26-35,0
24,14597,RENT,1.6,N,3,18-25,0
35,38600,MORTGAGE,2.8,N,6,26-35,0
29,16371,RENT,4.7,Y,6,26-35,1
26,86304,MORTGAGE,3.7,Y,2,26-35,1
29,74608,MORTGAGE,1.4,Y,5,26-35,1
38,24441,MORTGAGE,6.9,N,4,36-45,0
22,35975,RENT,8.1,N,2,18-25,0
32,126496,OTHER,4.7,N,3,26-35,0
29,44481,RENT,0.3,N,2,26-35,0
25,31729,OWN,1.5,N,1,18-25,0
22,96678,MORTGAGE,2.9,N,6,18-25,0
32,51823,MORTGAGE,9.0,N,4,26-35,0
28,120727,OWN,1.3,N,6,26-35,0
35,95931,MORTGAGE,1.5,N,5,26-35,0
34,77430,RENT,0.4,Y,4,26-35,1
28,26446,MORTGAGE,4.9,N,7,26-35,0
22,124727,MORTGAGE,3.5,N,1,18-25,0
39,49282,RENT,11.1,N,4,36-45,0
23,51797,RENT,2.8,N,9,18-25,0
31,17129,MORTGAGE,0.4,Y,3,26-35,1
18,30508,RENT,1.3,N,7,18-25,0
36,25756,RENT,2.8,Y,1,36-45,1
18,70131,RENT,3.9,N,4,18-25,0
25,92366,RENT,1.0,N,9,18-25,0
20,40498,OWN,10.9,N,3,18-25,0
35,54237,MORTGAGE,4.2,N,5,26-35,0
22,46795,RENT,2.7,N,7,18-25,0
30,168815,MORTGAGE,2.8,N,8,26-35,0
28,9635,MORTGAGE,16.3,N,1,26-35,0
18,22908,MORTGAGE,2.4,N,3,18-25,0
33,39972,MORTGAGE,1.7,N,4,26-35,0
26,61241,RENT,1.6,Y,8,26-35,1
36,34648,MORTGAGE,1.2,Y,6,36-45,1
30,15657,RENT,2.4,Y,3,26-35,1
22,77920,MORTGAGE,4.4,N,2,18-25,0
25,160208,MORTGAGE,12.2,N,3,18-25,0
25,16360,RENT,1.5,N,2,18-25,0
31,64639,RENT,1.8,N,2,26-35,0
31,108305,RENT,13.6,N,7,26-35,0
22,67477,MORTGAGE,0.2,N,5,18-25,0
32,102952,OWN,17.1,N,11,26-35,0
29,37710,MORTGAGE,1.8,Y,4,26-35,1
31,26434,MORTGAGE,3.8,N,3,26-35,0
30,122556,RENT,1.4,N,6,26-35,0
31,63831,RENT,2.1,Y,3,26-35,1
21,56107,RENT,1.0,N,3,18-25,0
28,58074,MORTGAGE,0.7,Y,9,26-35,1
33,17701,OWN,14.4,N,4,26-35,0
33,31178,MORTGAGE,3.7,N,3,26-35,0
33,55632,RENT,0.3,N,1,26-35,0
21,164416,MORTGAGE,1.4,N,3,18-25,0
39,23111,OTHER,6.6,N,1,36-45,0
37,29545,RENT,2.8,N,4,36-45,0
21,73864,RENT,5.0,N,10,18-25,0
25,9096,RENT,0.3,N,5,18-25,0
31,42635,MORTGAGE,2.0,Y,11,26-35,1
22,20793,MORTGAGE,9.3,N,4,18-25,0
30,221041,RENT,2.6,N,4,26-35,0
28,85353,RENT,1.2,N,6,26-35,0
34,25647,RENT,0.2,N,6,26-35,0
29,51815,MORTGAGE,2.9,N,5,26-35,0
18,24866,RENT,4.8,N,5,18-25,0
32,23679,RENT,2.3,N,5,26-35,0
34,19957,RENT,2.8,N,5,26-35,0
26,29978,RENT,2.9,N,4,26-35,0
27,64479,MORTGAGE,2.3,N,3,26-35,0
27,113123,RENT,7.3,N,10,26-35,0
23,23189,RENT,7.1,Y,3,18-25,1
41,25455,MORTGAGE,2.8,N,2,36-45,0
22,237396,RENT,2.1,N,7,18-25,0
32,53822,RENT,0.9,N,4,26-35,0
32,39694,RENT,1.3,N,5,26-35,0
24,27372,OWN,6.6,N,3,18-25,0
21,30903,RENT,11.7,N,4,18-25,0
26,50686,MORTGAGE,7.3,Y,3,26-35,1
31,109528,MORTGAGE,1.5,N,2,26-35,0
28,22408,MORTGAGE,3.9,N,7,26-35,0
37,41351,RENT,3.0,N,4,36-45,0
23,171248,MORTGAGE,3.5,N,5,18-25,0
23,16755,RENT,2.8,N,3,18-25,0
32,118820,RENT,8.2,N,4,26-35,0
18,212969,RENT,3.0,N,5,18-25,0
23,50446,RENT,2.3,N,6,18-25,0
26,123147,RENT,3.1,Y,6,26-35,1
26,12818,MORTGAGE,5.2,N,7,26-35,0
23,40639,RENT,3.4,N,5,18-25,0
18,104327,OWN,4.6,N,6,18-25,0
35,17860,RENT,0.4,N,11,26-35,0
35,122438,MORTGAGE,2.8,N,4,26-35,0
18,286837,MORTGAGE,2.9,N,3,18-25,0
31,29442,MORTGAGE,5.1,N,5,26-35,0
26,82435,MORTGAGE,3.9,N,7,26-35,0
30,96214,RENT,0.3,N,9,26-35,0
28,150761,RENT,9.4,N,5,26-35,0
18,22032,MORTGAGE,2.8,N,6,18-25,0
31,31024,MORTGAGE,6.8,N,4,26-35,0
23,77046,RENT,2.8,N,3,18-25,0
18,52243,RENT,2.8,N,7,18-25,0
28,175517,MORTGAGE,4.4,N,9,26-35,0
18,39576,MORTGAGE,3.3,N,10,18-25,0
33,36415,RENT,0.6,N,5,26-35,0
25,63489,OTHER,2.3,N,5,18-25,0
27,62470,RENT,0.3,N,9,26-35,0
30,45050,MORTGAGE,0.5,N,4,26-35,0
27,25720,RENT,0.3,N,6,26-35,0
23,54144,MORTGAGE,3.8,N,7,18-25,0
33,67811,RENT,4.1,N,9,26-35,0
26,27034,RENT,3.1,N,6,26-35,0
20,22123,OWN,4.3,N,5,18-25,0
29,63542,MORTGAGE,7.0,N,3,26-35,0
26,427698,RENT,1.0,N,4,26-35,0
26,118902,RENT,5.2,N,2,26-35,0
27,43046,MORTGAGE,0.5,Y,4,26-35,1
27,42468,RENT,3.6,N,4,26-35,0
35,55365,MORTGAGE,2.8,Y,1,26-35,1
22,32707,RENT,16.8,N,2,18-25,0
18,65503,RENT,3.2,N,4,18-25,0
27,17636,RENT,0.4,N,3,26-35,0
31,35914,MORTGAGE,2.3,Y,5,26-35,1
18,128176,MORTGAGE,2.3,Y,7,18-25,1
29,81648,RENT,2.8,N,3,26-35,0
18,80307,MORTGAGE,4.1,Y,4,18-25,1
32,108947,MORTGAGE,7.0,N,8,26-35,0
27,39221,MORTGAGE,10.5,N,3,26-35,0
21,18617,MORTGAGE,7.5,N,1,18-25,0
18,57068,MORTGAGE,4.5,N,5,18-25,0
40,68550,RENT,0.3,N,5,36-45,0
40,166564,RENT,0.9,N,6,36-45,0
20,30366,RENT,9.7,N,4,18-25,0
20,41268,MORTGAGE,4.0,N,7,18-25,0
27,112790,MORTGAGE,7.5,N,5,26-35,0
24,92235,RENT,3.7,N,4,18-25,0
